# trois
(-33.4600000000000, 34.9000000000000)
(-71.0600000000001, 61.3200000000001)
(-48.7000000000001, 85.7100000000001)
(-20.2500000000000, 99.9300000000001)
(20.9000000000000, 97.9000000000001)
(48.3300000000001, 84.1800000000001)
(65.0900000000001, 49.6400000000001)
(60.8100000000001, 22.8000000000000)
(48.2300000000001, 6.84000000000001)
(66.6100000000001, -14.4500000000000)
(71.4500000000001, -40.5700000000000)
(63.2200000000001, -71.5300000000001)
(41.9400000000000, -90.4000000000001)
(16.7800000000000, -99.5900000000001)
(-16.1100000000000, -99.5900000000001)
(-47.0700000000000, -88.9400000000001)
(-71.2600000000001, -69.5900000000001)
(-40.3000000000000, -34.7600000000000)
(-24.8200000000000, -46.8600000000000)
(-5.47000000000001, -53.6300000000001)
(10.9800000000000, -48.3100000000001)
(18.7200000000000, -34.2800000000000)
(10.0100000000000, -20.2500000000000)
(-25.3000000000000, -16.8600000000000)
(-25.7900000000000, 20.8700000000000)
(3.72000000000000, 24.2600000000000)
(11.9500000000000, 39.7400000000000)
(-4.02000000000000, 54.7300000000001)
(-20.4700000000000, 49.4100000000000)
(-33.4600000000000, 34.9000000000000)
