# tete
(-4.670000000000000, 55.28000000000001)
(-4.690000000000001, 56.43000000000001)
(-3.88000000000000, 57.39000000000001)
(-2.79000000000000, 58.2400000000000)
(-1.55000000000000, 58.7400000000000)
(-0.26000000000001, 59.0000000000000)
(1.09000000000001, 58.8600000000000)
(2.22000000000001, 58.4600000000000)
(3.51000000000001, 57.76000000000001)
(4.45000000000001, 56.67000000000001)
(5.0000000000000, 55.66000000000001)
(5.3600000000000, 54.47000000000001)
(5.4200000000000, 53.35000000000001)
(5.3400000000000, 52.20000000000000)
(4.9800000000000, 51.27000000000000)
(4.49000000000001, 50.43000000000000)
(3.77000000000001, 49.54000000000000)
(2.72000000000001, 48.800000000000001)
(1.51000000000001, 48.270000000000000)
(0.02000000000001, 48.0700000000000001)
(-1.24000000000000, 48.210000000000000)
(-2.35000000000000, 48.610000000000001)
(-3.46000000000000, 49.28000000000000)
(-4.47000000000000, 50.37000000000000)
(-5.150000000000000, 51.57000000000000)
(-5.50000000000000, 53.08000000000000)
(-5.4300000000000001, 54.27000000000001)
(-5.170000000000000, 55.28000000000001)
# corps
(0.000000000000000, 49.00000000000000)
(0.000000000000000, 31.00000000000000)
# bras gauche1
(0.000000000000000, 47.00000000000000)
(10.000000000000000, 38.00000000000000)
# bras gauche2
(10.000000000000000, 38.00000000000000)
(20.000000000000000, 36.00000000000000)
# bras droit1
(0.000000000000000, 47.00000000000000)
(12.000000000000000, 40.00000000000000)
# bras droit2
(12.000000000000000, 40.00000000000000)
(21.000000000000000, 37.00000000000000)
# jambe gauche1
(0.000000000000000, 31.00000000000000)
(-4.000000000000000, 12.00000000000000)
# jambe gauche2
(-4.000000000000000, 12.00000000000000)
(-13.000000000000000, 0.00000000000000)
# jambe droite1
(0.000000000000000, 31.00000000000000)
(9.000000000000000, 15.00000000000000)
# jambe droite2
(9.000000000000000, 15.00000000000000)
(11.000000000000000, 0.00000000000000)

