# sable
(904.070000000001, -30.7200000000000)
(-29.8700000000000, -31.7800000000000)
(-32.0000000000000, 253.290000000000)
(12.6700000000000, 275.630000000000)
(45.6500000000000, 286.270000000000)
(81.7900000000001, 295.150000000000)
(131.380000000000, 293.780000000000)
(189.400000000000, 272.330000000000)
(215.240000000000, 270.660000000000)
(229.410000000000, 278.160000000000)
(278.580000000000, 279.830000000000)
(307.760000000000, 274.830000000000)
(341.930000000000, 264.830000000000)
(406.940000000000, 273.990000000000)
(475.280000000000, 281.500000000000)
(521.120000000001, 271.490000000000)
(571.130000000001, 251.490000000000)
(611.970000000001, 226.490000000000)
(656.970000000001, 218.150000000000)
(702.810000000001, 234.820000000000)
(742.820000000001, 219.820000000000)
(810.330000000001, 213.150000000000)
(853.670000000001, 189.820000000000)
(879.510000000001, 163.150000000000)
(910.340000000001, 158.980000000000)
(941.180000000001, 139.810000000000)
(967.850000000001, 107.300000000000)
(957.020000000001, 64.8000000000001)
(957.020000000001, 31.4600000000000)
(938.680000000001, 4.79000000000000)
(904.070000000001, -30.7200000000000)
