# chapeau
(41.4900000000000, 112.550000000000)
(36.2700000000000, 113.890000000000)
(30.2000000000000, 112.200000000000)
(26.9600000000000, 107.960000000000)
(26.8100000000000, 96.9500000000001)
(21.0300000000000, 94.6900000000001)
(18.0600000000000, 91.0200000000001)
(20.3200000000000, 87.2100000000001)
(28.3700000000000, 88.7700000000001)
(35.5700000000000, 91.7300000000001)
(38.8100000000000, 95.9600000000001)
(45.5900000000000, 97.0900000000001)
(54.0600000000001, 97.9400000000001)
(60.0000000000000, 100.000000000000)
(59.5600000000001, 103.590000000000)
(54.3400000000001, 105.420000000000)
(46.5800000000000, 103.870000000000)
(41.4900000000000, 112.550000000000)
# tete
(51.3800000000001, 85.2900000000001)
(46.3400000000000, 80.6800000000001)
(38.1900000000000, 79.7900000000001)
(31.9000000000000, 84.3000000000001)
(28.8700000000000, 92.1500000000001)
(49.2900000000001, 102.940000000000)
(52.5300000000001, 95.7100000000001)
(53.5800000000001, 89.4300000000001)
(51.3800000000001, 85.2900000000001)
# bras
(30.0000000000000, 95.3000000000001)
(40.6500000000000, 72.2100000000001)
(61.2100000000001, 77.2100000000001)
(68.4100000000001, 91.2900000000001)
(60.0000000000001, 105.0000000000001)
# corps
(48.4100000000000, 84.6200000000001)
(106.400000000000, 55.8100000000001)
(139.360000000000, 65.0000000000000)
(165.190000000000, 72.0200000000001)
# jambe
(106.280000000000, 55.0800000000001)
(176.840000000000, 63.9000000000001)
