# tete
(-4.670000000000000, 60.28000000000001)
(-4.690000000000001, 61.43000000000001)
(-3.88000000000000, 62.39000000000001)
(-2.79000000000000, 63.2400000000000)
(-1.55000000000000, 63.7400000000000)
(-0.26000000000001, 64.0000000000000)
(1.09000000000001, 63.8600000000000)
(2.22000000000001, 63.4600000000000)
(3.51000000000001, 62.76000000000001)
(4.45000000000001, 61.67000000000001)
(5.0000000000000, 60.66000000000001)
(5.3600000000000, 59.47000000000001)
(5.4200000000000, 58.35000000000001)
(5.3400000000000, 57.20000000000000)
(4.9800000000000, 56.27000000000000)
(4.49000000000001, 55.43000000000000)
(3.77000000000001, 54.54000000000000)
(2.72000000000001, 53.800000000000001)
(1.51000000000001, 53.270000000000000)
(0.02000000000001, 53.0700000000000001)
(-1.24000000000000, 53.210000000000000)
(-2.35000000000000, 53.610000000000001)
(-3.46000000000000, 54.28000000000000)
(-4.47000000000000, 55.37000000000000)
(-5.150000000000000, 56.57000000000000)
(-5.50000000000000, 58.08000000000000)
(-5.4300000000000001, 59.27000000000001)
(-5.170000000000000, 60.28000000000001)
# corps
(0.000000000000000, 54.00000000000000)
(0.000000000000000, 36.00000000000000)
# bras gauche1
(0.000000000000000, 51.00000000000000)
(-4.000000000000000, 39.00000000000000)
# bras gauche2
(-4.000000000000000, 39.00000000000000)
(-4.000000000000000, 27.00000000000000)
# bras droit1
(0.000000000000000, 51.00000000000000)
(3.000000000000000, 39.00000000000000)
# bras droit2
(3.000000000000000, 39.00000000000000)
(7.000000000000000, 30.00000000000000)
# jambe gauche1
(0.000000000000000, 36.00000000000000)
(-1.000000000000000, 16.00000000000000)
# jambe gauche2
(-1.000000000000000, 16.00000000000000)
(-3.000000000000000, 0.00000000000000)
# jambe droite1
(0.000000000000000, 36.00000000000000)
(3.000000000000000, 16.00000000000000)
# jambe droite2
(3.000000000000000, 16.00000000000000)
(4.000000000000000, 0.00000000000000)

